T,P1,U1
298,0.000063,3.05E-07
,0.000222,0.000597077
,0.000398,0.005064904
,0.00058,0.012174495
,0.000803,0.021522875
,0.000985,0.029987678
,0.004966,0.206794028
,0.009976,0.400828282
,0.01999,0.675562761
,0.049992,1.058535893
,0.075125,1.209861148
,0.103119,1.306222255
,0.200047,1.456422119
,0.493105,1.607946636
,0.804104,1.683543245
,0.99905,1.691189425
