#NSGA2
popsize 60
maxGen 60
numVar 6
numObj 2
numCons 3
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 60
currentGen	1
evaluateCount	60
totalTime	89.05
firstFrontCount	4
frontCount	52
avgEvalTime	15.1455
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Cons1	Cons2	Cons3	
100000	906.734	0.134447	1.83541	0.632359	10000	0.437251	0.789761	0	0	0	
100000	551.413	0.948357	1.93329	0.157613	10000	0.633113	0.0308262	0	0	0	
100000	490.522	0.794275	0.369584	0.421761	10000	0.426857	0.00145291	0	0	0	
100000	959.898	0.652626	0.167852	0.849129	10000	0.21043	0.168254	0	0	0	
100000	760.163	0.73827	0.845231	0.655478	10000	0.588231	0.447742	0	0	0	
100000	41.5145	0.281385	0.187726	0.0971318	10000	0.596461	1.42375e-07	0	0	0	
100000	323.928	0.941218	0.165448	0.438744	10000	0.5221	1.4271e-08	0	0	0	
100000	797.248	0.193135	1.03055	0.445586	10000	0.399125	0.544307	0	0	0	
100000	757.14	0.280505	1.39144	0.655098	10000	0.496033	0.675949	0	0	0	
100000	503.38	0.950549	0.746733	0.585268	10000	0.609997	0.276428	0	0	0	
100000	262.544	0.505838	1.42825	0.890903	10000	0.372347	0.61515	0	0	0	
100000	147.238	0.156308	0.589266	0.840717	10000	0.197715	0.0652313	0	0	0	
100000	251.09	0.920678	0.764969	0.196595	10000	0.579786	0.00401718	0	0	0	
100000	478.556	0.354626	1.67857	0.585264	10000	0.510365	0.559419	0	0	0	
100000	292.981	0.752056	1.53209	0.380446	10000	0.592023	0.179501	0	0	0	
100000	63.4106	0.530182	1.58042	0.934011	10000	0.118455	0.0576977	0	0	0	
100000	474.697	0.021664	0.740533	0.162182	10000	0.285039	0.628254	0	0	0	
100000	533.248	0.172336	1.24377	0.262971	10000	0.381972	0.448847	0	0	0	
100000	750.67	0.451531	0.259261	0.228977	10000	0.356582	0.00289211	0	0	0	
100000	827.559	0.537576	1.99266	0.0781755	10000	0.615948	0.205455	0	0	0	
100000	962.279	0.0145415	1.57233	0.817303	10000	0.1189	0.870624	0	0	0	
100000	405.785	0.264673	1.62013	0.431414	10000	0.432468	0.452475	0	0	0	
100000	271.165	0.152628	0.35853	0.869292	10000	0.17272	0.0861134	0	0	0	
100000	153.505	0.84597	1.2819	0.350952	10000	0.506149	0.010478	0	0	0	
100000	85.207	0.245118	0.334306	0.183908	10000	0.489049	3.89458e-07	0	0	0	
100000	59.1579	0.894662	1.8951	0.490864	10000	0.442562	0.000712142	0	0	0	
100000	901.053	0.371862	0.311285	0.780252	10000	0.22281	0.321217	0	0	0	
100000	409.873	0.104525	0.350749	0.942051	10000	0.146409	0.239084	0	0	0	
100000	69.1817	0.240084	0.771001	0.821194	10000	0.290839	0.00376508	0	0	0	
100000	177.3	0.646133	1.49027	0.647746	10000	0.443072	0.248049	0	0	0	
100000	303.358	0.739799	0.459015	0.686775	10000	0.267041	0.0128409	0	0	0	
100000	629.362	0.774623	0.254139	0.929386	10000	0.220321	0.306817	0	0	0	
100000	441.5	0.447848	0.682064	0.508509	10000	0.365704	0.166697	0	0	0	
100000	796.883	0.641432	0.819358	0.81158	10000	0.550086	0.644962	0	0	0	
100000	939.612	0.868424	1.1453	0.622475	10000	0.617957	0.398421	0	0	0	
100000	308.234	0.471505	0.537928	0.844309	10000	0.146643	0.145868	0	0	0	
100000	179.001	0.233111	0.927827	0.311102	10000	0.250782	0.050799	0	0	0	
100000	192.968	0.896783	1.96152	0.43887	10000	0.612619	0.173929	0	0	0	
100000	414.633	0.592998	0.598202	0.602843	10000	0.378654	0.148295	0	0	0	
100000	126.243	0.300742	0.705679	0.424167	10000	0.283565	0.00171339	0	0	0	
100000	269.857	0.794994	0.155519	0.928854	10000	0.355329	4.14953e-07	0	0	0	
100000	582.74	0.242538	0.971813	0.963089	10000	0.188485	0.74491	0	0	0	
100000	239.278	0.48912	1.28571	0.679136	10000	0.376447	0.31466	0	0	0	
100000	988.102	0.0469841	1.78182	0.913287	10000	0.115561	0.88258	0	0	0	
100000	269.252	0.33865	1.39148	0.136553	10000	0.437037	0.150715	0	0	0	
100000	657.22	0.49429	1.5802	0.715037	10000	0.569266	0.642098	0	0	0	
100000	340.821	0.694771	0.475839	0.0305409	10000	0.535854	3.3931e-08	0	0	0	
100000	485.123	0.896628	1.25875	0.617666	10000	0.610425	0.354387	0	0	0	
100000	580.954	0.189264	0.555871	0.886512	10000	0.0827377	0.42924	0	0	0	
100000	176.248	0.969107	1.45412	0.500472	10000	0.596257	0.154587	0	0	0	
100000	685.152	0.0515825	0.235746	0.52165	10000	0.254701	0.345739	0	0	0	
100000	819.372	0.717991	0.384744	0.659605	10000	0.501831	0.310611	0	0	0	
