#NSGA2
popsize 60
maxGen 60
numVar 6
numObj 2
numCons 3
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 60
currentGen	1
evaluateCount	60
totalTime	89.2813
firstFrontCount	3
frontCount	57
avgEvalTime	12.2794
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Cons1	Cons2	Cons3	
100000	906.734	0.134447	1.83541	0.632359	10000	0.495959	0.82701	0	0	0	
100000	551.413	0.948357	1.93329	0.157613	10000	0.635368	0.0336417	0	0	0	
100000	490.522	0.794275	0.369584	0.421761	10000	0.498282	0.0517616	0	0	0	
100000	959.898	0.652626	0.167852	0.849129	10000	0.317794	0.357489	0	0	0	
100000	760.163	0.73827	0.845231	0.655478	10000	0.605031	0.480403	0	0	0	
100000	41.5145	0.281385	0.187726	0.0971318	10000	0.589065	1.51814e-07	0	0	0	
100000	323.928	0.941218	0.165448	0.438744	10000	0.508225	3.46986e-08	0	0	0	
100000	797.248	0.193135	1.03055	0.445586	10000	0.46179	0.620677	0	0	0	
100000	757.14	0.280505	1.39144	0.655098	10000	0.540203	0.720687	0	0	0	
100000	503.38	0.950549	0.746733	0.585268	10000	0.618945	0.300719	0	0	0	
100000	262.544	0.505838	1.42825	0.890903	10000	0.452137	0.708065	0	0	0	
100000	147.238	0.156308	0.589266	0.840717	10000	0.182551	0.156495	0	0	0	
100000	251.09	0.920678	0.764969	0.196595	10000	0.598619	0.0155456	0	0	0	
100000	478.556	0.354626	1.67857	0.585264	10000	0.551455	0.613136	0	0	0	
100000	292.981	0.752056	1.53209	0.380446	10000	0.608618	0.212066	0	0	0	
100000	63.4106	0.530182	1.58042	0.934011	10000	0.161802	0.233729	0	0	0	
100000	474.697	0.021664	0.740533	0.162182	10000	0.30905	0.703412	0	0	0	
100000	533.248	0.172336	1.24377	0.262971	10000	0.43892	0.531765	0	0	0	
100000	750.67	0.451531	0.259261	0.228977	10000	0.407368	0.0423843	0	0	0	
100000	827.559	0.537576	1.99266	0.0781755	10000	0.623691	0.22059	0	0	0	
100000	962.279	0.0145415	1.57233	0.817303	10000	0.121751	0.902397	0	0	0	
100000	405.785	0.264673	1.62013	0.431414	10000	0.49075	0.534323	0	0	0	
100000	271.165	0.152628	0.35853	0.869292	10000	0.158972	0.18598	0	0	0	
100000	153.505	0.84597	1.2819	0.350952	10000	0.571833	0.0738905	0	0	0	
100000	85.207	0.245118	0.334306	0.183908	10000	0.45893	2.09602e-05	0	0	0	
100000	59.1579	0.894662	1.8951	0.490864	10000	0.482758	0.0272323	0	0	0	
100000	901.053	0.371862	0.311285	0.780252	10000	0.321033	0.484431	0	0	0	
100000	409.873	0.104525	0.350749	0.942051	10000	0.135094	0.36038	0	0	0	
100000	69.1817	0.240084	0.771001	0.821194	10000	0.23846	0.0302428	0	0	0	
100000	177.3	0.646133	1.49027	0.647746	10000	0.52023	0.371318	0	0	0	
100000	303.358	0.739799	0.459015	0.686775	10000	0.364982	0.125581	0	0	0	
100000	629.362	0.774623	0.254139	0.929386	10000	0.334241	0.499905	0	0	0	
100000	441.5	0.447848	0.682064	0.508509	10000	0.447325	0.294974	0	0	0	
100000	796.883	0.641432	0.819358	0.81158	10000	0.578071	0.683768	0	0	0	
100000	939.612	0.868424	1.1453	0.622475	10000	0.625917	0.415822	0	0	0	
100000	308.234	0.471505	0.537928	0.844309	10000	0.234802	0.336323	0	0	0	
100000	179.001	0.233111	0.927827	0.311102	10000	0.287798	0.130851	0	0	0	
100000	192.968	0.896783	1.96152	0.43887	10000	0.621635	0.194717	0	0	0	
100000	414.633	0.592998	0.598202	0.602843	10000	0.472252	0.289879	0	0	0	
100000	126.243	0.300742	0.705679	0.424167	10000	0.26733	0.0198367	0	0	0	
100000	269.857	0.794994	0.155519	0.928854	10000	0.260599	4.18612e-05	0	0	0	
100000	582.74	0.242538	0.971813	0.963089	10000	0.276599	0.829	0	0	0	
100000	239.278	0.48912	1.28571	0.679136	10000	0.463332	0.447025	0	0	0	
100000	988.102	0.0469841	1.78182	0.913287	10000	0.189913	0.922544	0	0	0	
100000	269.252	0.33865	1.39148	0.136553	10000	0.491128	0.238423	0	0	0	
100000	657.22	0.49429	1.5802	0.715037	10000	0.592088	0.67205	0	0	0	
100000	340.821	0.694771	0.475839	0.0305409	10000	0.53342	1.17826e-05	0	0	0	
100000	485.123	0.896628	1.25875	0.617666	10000	0.620218	0.377506	0	0	0	
100000	580.954	0.189264	0.555871	0.886512	10000	0.144353	0.596511	0	0	0	
100000	176.248	0.969107	1.45412	0.500472	10000	0.623213	0.204771	0	0	0	
100000	685.152	0.0515825	0.235746	0.52165	10000	0.27225	0.460051	0	0	0	
100000	819.372	0.717991	0.384744	0.659605	10000	0.559032	0.405205	0	0	0	
100000	652.502	0.794324	0.962216	0.432392	10000	0.617984	0.247795	0	0	0	
100000	141.839	0.179921	0.842782	0.83138	10000	0.132201	0.20547	0	0	0	
100000	405.265	0.526338	0.891919	0.65686	10000	0.511258	0.464571	0	0	0	
100000	437.335	0.0251774	1.96972	0.167168	10000	0.280703	0.794283	0	0	0	
100000	206.137	0.489894	0.745037	0.95163	10000	0.177668	0.441363	0	0	0	
100000	740.48	0.273737	0.903388	0.547871	10000	0.484306	0.591124	0	0	0	
100000	983.222	0.305426	1.43209	0.666339	10000	0.572521	0.740278	0	0	0	
100000	669.863	0.18457	0.343227	0.99908	10000	0.0515203	0.548158	0	0	0	



#Generation 2 / 60
currentGen	2
evaluateCount	120
totalTime	337.104
firstFrontCount	6
frontCount	44
avgEvalTime	13.6034
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Cons1	Cons2	Cons3	
100000	323.928	0.941218	0.165448	0.438744	10000	0.508225	3.46986e-08	0	0	0	
100000	269.857	0.794994	0.155519	0.928854	10000	0.260599	4.18612e-05	0	0	0	
100000	217.598	0.782319	0.155519	0.928854	10000	0.337973	6.6808e-06	0	0	0	
100000	269.857	0.580372	0.155519	0.928854	10000	0.260535	0.000105946	0	0	0	
100000	269.857	0.794994	0.182984	0.928854	10000	0.178898	0.000339733	0	0	0	
100000	78.117	0.694771	0.170686	0.0305409	10000	0.608938	4.53408e-11	0	0	0	
100000	85.207	0.245118	0.334306	0.183908	10000	0.45893	2.09602e-05	0	0	0	
100000	340.821	0.694771	0.475839	0.0305409	10000	0.53342	1.17826e-05	0	0	0	
100000	269.857	0.902002	0.1	0.504309	10000	0.534982	8.27226e-08	0	0	0	
100000	68.3418	0.401454	0.639582	0.490864	10000	0.384289	9.792e-05	0	0	0	
100000	41.5145	0.281385	0.187726	0.0971318	10000	0.589065	1.51814e-07	0	0	0	
100000	323.928	0.941218	0.325011	0.438744	10000	0.463595	2.30681e-05	0	0	0	
100000	95.1495	0.281385	0.187726	0	10000	0.539064	3.11147e-07	0	0	0	
100000	107.288	0.245118	0.399557	0.183908	10000	0.392186	0.000611866	0	0	0	
100000	41.5145	0.281385	0.187726	0.0971318	10000	0.589065	1.51814e-07	0	0	0	
100000	340.821	0.694771	0.475839	0.106289	10000	0.511217	0.000144717	0	0	0	
100000	41.5145	0.281385	0.187726	0.0213834	10000	0.590862	1.65159e-07	0	0	0	
100000	42.564	0.156308	0.642928	0.381398	10000	0.422276	0.0013235	0	0	0	
100000	473.443	0.694771	0.448373	0	10000	0.551107	0.00150993	0	0	0	
100000	59.1579	0.894662	1.76191	0.490864	10000	0.466445	0.0144382	0	0	0	
100000	251.09	0.920678	0.764969	0.196595	10000	0.598619	0.0155456	0	0	0	
100000	243.53	0.84597	0.682469	0.334248	10000	0.51925	0.0155553	0	0	0	
100000	126.243	0.300742	0.705679	0.424167	10000	0.26733	0.0198367	0	0	0	
100000	59.1579	0.894662	1.8951	0.490864	10000	0.482758	0.0272323	0	0	0	
100000	69.1817	0.240084	0.771001	0.821194	10000	0.23846	0.0302428	0	0	0	
100000	69.1817	0.240084	0.771001	0.821194	10000	0.23846	0.0302428	0	0	0	
100000	481.744	0.948357	1.93329	0.157613	10000	0.635162	0.0332732	0	0	0	
100000	551.413	0.948357	1.93329	0.157613	10000	0.635368	0.0336417	0	0	0	
100000	750.67	0.451531	0.259261	0.228977	10000	0.407368	0.0423843	0	0	0	
100000	490.522	0.794275	0.369584	0.421761	10000	0.498282	0.0517616	0	0	0	
100000	153.505	0.84597	1.2819	0.350952	10000	0.571833	0.0738905	0	0	0	
100000	323.001	0.980052	0.567192	0.464377	10000	0.570972	0.0887528	0	0	0	
100000	207.71	0.300742	0.729657	0.552247	10000	0.231415	0.11736	0	0	0	
100000	502.054	0.874292	0.898269	0.310007	10000	0.622821	0.118045	0	0	0	
100000	303.358	0.739799	0.459015	0.686775	10000	0.364982	0.125581	0	0	0	
100000	513.749	0.761433	0.155519	0.928854	10000	0.142586	0.127733	0	0	0	
100000	179.001	0.233111	0.927827	0.311102	10000	0.287798	0.130851	0	0	0	
100000	133.21	0.156308	0.589266	0.840717	10000	0.197527	0.136301	0	0	0	
100000	147.238	0.156308	0.589266	0.840717	10000	0.182551	0.156495	0	0	0	
100000	271.165	0.152628	0.35853	0.869292	10000	0.158972	0.18598	0	0	0	
