#NSGA2
popsize 60
maxGen 60
numVar 6
numObj 2
numCons 3
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 60
currentGen	1
evaluateCount	60
totalTime	104.987
firstFrontCount	5
frontCount	51
avgEvalTime	15.619
#end
Var1	Var2	Var3	Var4	Var5	Var6	Obj1	Obj2	Cons1	Cons2	Cons3	
100000	906.734	0.134447	1.83541	0.632359	10000	0.449138	0.798211	0	0	0	
100000	551.413	0.948357	1.93329	0.157613	10000	0.634629	0.0325657	0	0	0	
100000	490.522	0.794275	0.369584	0.421761	10000	0.426877	0.00221607	0	0	0	
100000	959.898	0.652626	0.167852	0.849129	10000	0.229769	0.212816	0	0	0	
100000	760.163	0.73827	0.845231	0.655478	10000	0.593994	0.458052	0	0	0	
100000	41.5145	0.281385	0.187726	0.0971318	10000	0.599615	1.80082e-07	0	0	0	
100000	323.928	0.941218	0.165448	0.438744	10000	0.52649	4.80142e-08	0	0	0	
100000	797.248	0.193135	1.03055	0.445586	10000	0.406124	0.555624	0	0	0	
100000	757.14	0.280505	1.39144	0.655098	10000	0.505966	0.686563	0	0	0	
100000	503.38	0.950549	0.746733	0.585268	10000	0.61431	0.285657	0	0	0	
100000	262.544	0.505838	1.42825	0.890903	10000	0.390809	0.639154	0	0	0	
100000	147.238	0.156308	0.589266	0.840717	10000	0.210175	0.0955266	0	0	0	
100000	251.09	0.920678	0.764969	0.196595	10000	0.562203	0.000124927	0	0	0	
100000	478.556	0.354626	1.67857	0.585264	10000	0.519747	0.572333	0	0	0	
100000	292.981	0.752056	1.53209	0.380446	10000	0.596502	0.188166	0	0	0	
100000	63.4106	0.530182	1.58042	0.934011	10000	0.129758	0.101079	0	0	0	
100000	474.697	0.021664	0.740533	0.162182	10000	0.308001	0.654889	0	0	0	
100000	533.248	0.172336	1.24377	0.262971	10000	0.388988	0.460763	0	0	0	
100000	750.67	0.451531	0.259261	0.228977	10000	0.361444	0.00514947	0	0	0	
100000	827.559	0.537576	1.99266	0.0781755	10000	0.619033	0.211501	0	0	0	
100000	962.279	0.0145415	1.57233	0.817303	10000	0.130738	0.882128	0	0	0	
100000	405.785	0.264673	1.62013	0.431414	10000	0.44054	0.466239	0	0	0	
100000	271.165	0.152628	0.35853	0.869292	10000	0.185716	0.120782	0	0	0	
100000	153.505	0.84597	1.2819	0.350952	10000	0.507051	0.0120179	0	0	0	
100000	85.207	0.245118	0.334306	0.183908	10000	0.496053	1.4594e-06	0	0	0	
100000	59.1579	0.894662	1.8951	0.490864	10000	0.446897	0.00190818	0	0	0	
100000	901.053	0.371862	0.311285	0.780252	10000	0.240052	0.359337	0	0	0	
100000	409.873	0.104525	0.350749	0.942051	10000	0.160898	0.284199	0	0	0	
100000	69.1817	0.240084	0.771001	0.821194	10000	0.290988	0.00901611	0	0	0	
100000	177.3	0.646133	1.49027	0.647746	10000	0.45693	0.272087	0	0	0	
100000	303.358	0.739799	0.459015	0.686775	10000	0.279402	0.0267427	0	0	0	
100000	629.362	0.774623	0.254139	0.929386	10000	0.241026	0.355804	0	0	0	
100000	441.5	0.447848	0.682064	0.508509	10000	0.373668	0.183048	0	0	0	
100000	796.883	0.641432	0.819358	0.81158	10000	0.55838	0.655603	0	0	0	
100000	939.612	0.868424	1.1453	0.622475	10000	0.62206	0.406266	0	0	0	
100000	308.234	0.471505	0.537928	0.844309	10000	0.164567	0.195661	0	0	0	
100000	179.001	0.233111	0.927827	0.311102	10000	0.264944	0.0709186	0	0	0	
100000	192.968	0.896783	1.96152	0.43887	10000	0.616643	0.181834	0	0	0	
100000	414.633	0.592998	0.598202	0.602843	10000	0.390544	0.169258	0	0	0	
100000	126.243	0.300742	0.705679	0.424167	10000	0.286364	0.00491224	0	0	0	
100000	269.857	0.794994	0.155519	0.928854	10000	0.35431	2.59534e-06	0	0	0	
100000	582.74	0.242538	0.971813	0.963089	10000	0.207937	0.769566	0	0	0	
100000	239.278	0.48912	1.28571	0.679136	10000	0.391519	0.341467	0	0	0	
100000	988.102	0.0469841	1.78182	0.913287	10000	0.131381	0.895321	0	0	0	
100000	269.252	0.33865	1.39148	0.136553	10000	0.444308	0.162809	0	0	0	
100000	657.22	0.49429	1.5802	0.715037	10000	0.576671	0.651275	0	0	0	
100000	340.821	0.694771	0.475839	0.0305409	10000	0.537583	2.81399e-08	0	0	0	
100000	485.123	0.896628	1.25875	0.617666	10000	0.615193	0.363822	0	0	0	
100000	580.954	0.189264	0.555871	0.886512	10000	0.095326	0.48147	0	0	0	
